,component_number,conformer_number,charge_method,environment,atom_index,symbol,charge
11,5,1,resp,vacuum,11,H,0.377767151
12,5,1,resp,vacuum,12,H,0.377767151
0,5,1,resp2,solvated,0,C,-0.243624805
1,5,1,resp2,solvated,1,C,0.027368342
2,5,1,resp2,solvated,2,C,0.35292328
3,5,1,resp2,solvated,3,N,-1.176216388
4,5,1,resp2,solvated,4,H,0.052199694
5,5,1,resp2,solvated,5,H,0.052199694
6,5,1,resp2,solvated,6,H,0.052199694
7,5,1,resp2,solvated,7,H,0.030463264
8,5,1,resp2,solvated,8,H,0.030463264
9,5,1,resp2,solvated,9,H,-0.003725332
10,5,1,resp2,solvated,10,H,-0.003725332
11,5,1,resp2,solvated,11,H,0.414737312
12,5,1,resp2,solvated,12,H,0.414737312
0,5,1,resp2,vacuum,0,C,-0.253765825
1,5,1,resp2,vacuum,1,C,0.038092372
2,5,1,resp2,vacuum,2,C,0.270882472
3,5,1,resp2,vacuum,3,N,-0.970262007
4,5,1,resp2,vacuum,4,H,0.055607461
5,5,1,resp2,vacuum,5,H,0.055607461
6,5,1,resp2,vacuum,6,H,0.055607461
7,5,1,resp2,vacuum,7,H,0.031095504
8,5,1,resp2,vacuum,8,H,0.031095504
9,5,1,resp2,vacuum,9,H,-0.001790736
10,5,1,resp2,vacuum,10,H,-0.001790736
11,5,1,resp2,vacuum,11,H,0.344810535
12,5,1,resp2,vacuum,12,H,0.344810535
123,5,1,resp2_d06,d=0.6,0,,-0.247681213
124,5,1,resp2_d06,d=0.6,1,,0.031657954
125,5,1,resp2_d06,d=0.6,2,,0.320106957
126,5,1,resp2_d06,d=0.6,3,,-1.093834635
127,5,1,resp2_d06,d=0.6,4,,0.053562801
128,5,1,resp2_d06,d=0.6,5,,0.053562801
129,5,1,resp2_d06,d=0.6,6,,0.053562801
130,5,1,resp2_d06,d=0.6,7,,0.03071616
131,5,1,resp2_d06,d=0.6,8,,0.03071616
132,5,1,resp2_d06,d=0.6,9,,-0.002951493
133,5,1,resp2_d06,d=0.6,10,,-0.002951493
134,5,1,resp2_d06,d=0.6,11,,0.386766601
135,5,1,resp2_d06,d=0.6,12,,0.386766601
0,6,0,atb_lowest,atb,0,O,-0.633000013
1,6,0,atb_lowest,atb,1,C,0.139000002
2,6,0,atb_lowest,atb,2,C,0.139000002
3,6,0,atb_lowest,atb,3,O,-0.633000013
4,6,0,atb_lowest,atb,4,H,0.414000008
5,6,0,atb_lowest,atb,5,H,0.040000002
6,6,0,atb_lowest,atb,6,H,0.040000002
7,6,0,atb_lowest,atb,7,H,0.040000002
8,6,0,atb_lowest,atb,8,H,0.040000002
9,6,0,atb_lowest,atb,9,H,0.414000008
80,6,0,elf10,openeye,1,C,0.108739999
81,6,0,elf10,openeye,2,C,0.108739999
82,6,0,elf10,openeye,4,H,0.400790003
83,6,0,elf10,openeye,5,H,0.042819996
84,6,0,elf10,openeye,6,H,0.042819996
85,6,0,elf10,openeye,7,H,0.042819996
86,6,0,elf10,openeye,8,H,0.042819996
87,6,0,elf10,openeye,9,H,0.400790003
88,6,0,elf10,openeye,0,O,-0.595179978
89,6,0,elf10,openeye,3,O,-0.59516001
0,6,0,resp,vacuum,0,O,-0.70710877
1,6,0,resp,vacuum,1,C,0.213839567
2,6,0,resp,vacuum,2,C,0.213839567
3,6,0,resp,vacuum,3,O,-0.70710877
4,6,0,resp,vacuum,4,H,0.426353771
5,6,0,resp,vacuum,5,H,0.033457716
6,6,0,resp,vacuum,6,H,0.033457716
7,6,0,resp,vacuum,7,H,0.033457716
8,6,0,resp,vacuum,8,H,0.033457716
9,6,0,resp,vacuum,9,H,0.426353771
0,6,0,resp2,solvated,0,O,-0.71030042
1,6,0,resp2,solvated,1,C,0.133083804
2,6,0,resp2,solvated,2,C,0.133083804
3,6,0,resp2,solvated,3,O,-0.71030042
4,6,0,resp2,solvated,4,H,0.440901388
5,6,0,resp2,solvated,5,H,0.068157614
6,6,0,resp2,solvated,6,H,0.068157614
7,6,0,resp2,solvated,7,H,0.068157614
8,6,0,resp2,solvated,8,H,0.068157614
9,6,0,resp2,solvated,9,H,0.440901388
0,6,0,resp2,vacuum,0,O,-0.641044843
1,6,0,resp2,vacuum,1,C,0.132306977
2,6,0,resp2,vacuum,2,C,0.132306977
3,6,0,resp2,vacuum,3,O,-0.641044843
4,6,0,resp2,vacuum,4,H,0.395551244
5,6,0,resp2,vacuum,5,H,0.056593311
6,6,0,resp2,vacuum,6,H,0.056593311
7,6,0,resp2,vacuum,7,H,0.056593311
8,6,0,resp2,vacuum,8,H,0.056593311
9,6,0,resp2,vacuum,9,H,0.395551244
160,6,0,resp2_d06,d=0.6,0,,-0.682598189
161,6,0,resp2_d06,d=0.6,1,,0.132773073
162,6,0,resp2_d06,d=0.6,2,,0.132773073
163,6,0,resp2_d06,d=0.6,3,,-0.682598189
164,6,0,resp2_d06,d=0.6,4,,0.42276133
165,6,0,resp2_d06,d=0.6,5,,0.063531893
166,6,0,resp2_d06,d=0.6,6,,0.063531893
167,6,0,resp2_d06,d=0.6,7,,0.063531893
168,6,0,resp2_d06,d=0.6,8,,0.063531893
169,6,0,resp2_d06,d=0.6,9,,0.42276133
0,6,1,am1bcc,openeye,0,O,-0.595179978
1,6,1,am1bcc,openeye,1,C,0.108739999
2,6,1,am1bcc,openeye,2,C,0.108739999
3,6,1,am1bcc,openeye,3,O,-0.59516001
4,6,1,am1bcc,openeye,4,H,0.400790003
5,6,1,am1bcc,openeye,5,H,0.042819996
6,6,1,am1bcc,openeye,6,H,0.042819996
7,6,1,am1bcc,openeye,7,H,0.042819996
8,6,1,am1bcc,openeye,8,H,0.042819996
9,6,1,am1bcc,openeye,9,H,0.400790003
0,6,1,atb_conformer,atb,0,O,-0.702000017
1,6,1,atb_conformer,atb,1,C,0.236000006
2,6,1,atb_conformer,atb,2,C,0.236000006
3,6,1,atb_conformer,atb,3,O,-0.702000017
4,6,1,atb_conformer,atb,4,H,0.440000002
5,6,1,atb_conformer,atb,5,H,0.013000005
6,6,1,atb_conformer,atb,6,H,0.013000005
7,6,1,atb_conformer,atb,7,H,0.013000005
8,6,1,atb_conformer,atb,8,H,0.013000005
9,6,1,atb_conformer,atb,9,H,0.440000002
0,6,1,atb_lowest,atb,0,O,-0.633000013
1,6,1,atb_lowest,atb,1,C,0.139000002
2,6,1,atb_lowest,atb,2,C,0.139000002
3,6,1,atb_lowest,atb,3,O,-0.633000013
4,6,1,atb_lowest,atb,4,H,0.414000008
5,6,1,atb_lowest,atb,5,H,0.040000002
6,6,1,atb_lowest,atb,6,H,0.040000002
7,6,1,atb_lowest,atb,7,H,0.040000002
8,6,1,atb_lowest,atb,8,H,0.040000002
9,6,1,atb_lowest,atb,9,H,0.414000008
0,6,1,resp,vacuum,0,O,-0.70710877
1,6,1,resp,vacuum,1,C,0.213839567
2,6,1,resp,vacuum,2,C,0.213839567
3,6,1,resp,vacuum,3,O,-0.70710877
4,6,1,resp,vacuum,4,H,0.426353771
5,6,1,resp,vacuum,5,H,0.033457716
6,6,1,resp,vacuum,6,H,0.033457716
7,6,1,resp,vacuum,7,H,0.033457716
8,6,1,resp,vacuum,8,H,0.033457716
9,6,1,resp,vacuum,9,H,0.426353771
0,6,1,resp2,solvated,0,O,-0.71030042
1,6,1,resp2,solvated,1,C,0.133083804
2,6,1,resp2,solvated,2,C,0.133083804
3,6,1,resp2,solvated,3,O,-0.71030042
4,6,1,resp2,solvated,4,H,0.440901388
5,6,1,resp2,solvated,5,H,0.068157614
6,6,1,resp2,solvated,6,H,0.068157614
7,6,1,resp2,solvated,7,H,0.068157614
8,6,1,resp2,solvated,8,H,0.068157614
9,6,1,resp2,solvated,9,H,0.440901388
0,6,1,resp2,vacuum,0,O,-0.641044843
1,6,1,resp2,vacuum,1,C,0.132306977
2,6,1,resp2,vacuum,2,C,0.132306977
3,6,1,resp2,vacuum,3,O,-0.641044843
4,6,1,resp2,vacuum,4,H,0.395551244
5,6,1,resp2,vacuum,5,H,0.056593311
6,6,1,resp2,vacuum,6,H,0.056593311
7,6,1,resp2,vacuum,7,H,0.056593311
8,6,1,resp2,vacuum,8,H,0.056593311
9,6,1,resp2,vacuum,9,H,0.395551244
170,6,1,resp2_d06,d=0.6,0,,-0.682598189
171,6,1,resp2_d06,d=0.6,1,,0.132773073
172,6,1,resp2_d06,d=0.6,2,,0.132773073
173,6,1,resp2_d06,d=0.6,3,,-0.682598189
174,6,1,resp2_d06,d=0.6,4,,0.42276133
175,6,1,resp2_d06,d=0.6,5,,0.063531893
176,6,1,resp2_d06,d=0.6,6,,0.063531893
177,6,1,resp2_d06,d=0.6,7,,0.063531893
178,6,1,resp2_d06,d=0.6,8,,0.063531893
179,6,1,resp2_d06,d=0.6,9,,0.42276133
0,7,0,atb_lowest,atb,0,C,-0.321999997
1,7,0,atb_lowest,atb,1,C,0.363999992
2,7,0,atb_lowest,atb,2,N,-0.810000003
3,7,0,atb_lowest,atb,3,C,0.363999992
4,7,0,atb_lowest,atb,4,C,-0.321999997
5,7,0,atb_lowest,atb,5,H,0.079000003
6,7,0,atb_lowest,atb,6,H,0.079000003
7,7,0,atb_lowest,atb,7,H,0.079000003
8,7,0,atb_lowest,atb,8,H,-0.025000001
9,7,0,atb_lowest,atb,9,H,-0.025000001
10,7,0,atb_lowest,atb,10,H,0.351999998
11,7,0,atb_lowest,atb,11,H,-0.025000001
12,7,0,atb_lowest,atb,12,H,-0.025000001
13,7,0,atb_lowest,atb,13,H,0.079000003
14,7,0,atb_lowest,atb,14,H,0.079000003
15,7,0,atb_lowest,atb,15,H,0.079000003
90,7,0,elf10,openeye,0,C,-0.095976669
91,7,0,elf10,openeye,1,C,0.166963333
92,7,0,elf10,openeye,3,C,0.166963333
93,7,0,elf10,openeye,4,C,-0.095976669
94,7,0,elf10,openeye,5,H,0.03811
95,7,0,elf10,openeye,6,H,0.03811
96,7,0,elf10,openeye,7,H,0.03811
97,7,0,elf10,openeye,8,H,0.025756666
98,7,0,elf10,openeye,9,H,0.025756666
99,7,0,elf10,openeye,10,H,0.358539998
100,7,0,elf10,openeye,11,H,0.025756666
101,7,0,elf10,openeye,12,H,0.025756666
102,7,0,elf10,openeye,13,H,0.03811
103,7,0,elf10,openeye,14,H,0.03811
104,7,0,elf10,openeye,15,H,0.03811
105,7,0,elf10,openeye,2,N,-0.832199991
0,7,0,resp,vacuum,0,C,-0.048490422
1,7,0,resp,vacuum,1,C,0.119869973
2,7,0,resp,vacuum,2,N,-0.681195468
3,7,0,resp,vacuum,3,C,0.119869973
4,7,0,resp,vacuum,4,C,-0.048490422
5,7,0,resp,vacuum,5,H,0.018076597
6,7,0,resp,vacuum,6,H,0.018076597
7,7,0,resp,vacuum,7,H,0.018076597
8,7,0,resp,vacuum,8,H,0.023913728
9,7,0,resp,vacuum,9,H,0.023913728
10,7,0,resp,vacuum,10,H,0.334321874
11,7,0,resp,vacuum,11,H,0.023913728
12,7,0,resp,vacuum,12,H,0.023913728
13,7,0,resp,vacuum,13,H,0.018076597
14,7,0,resp,vacuum,14,H,0.018076597
15,7,0,resp,vacuum,15,H,0.018076597
0,7,0,resp2,solvated,0,C,-0.15028761
1,7,0,resp2,solvated,1,C,0.208955577
2,7,0,resp2,solvated,2,N,-0.841603335
3,7,0,resp2,solvated,3,C,0.208955577
4,7,0,resp2,solvated,4,C,-0.15028761
5,7,0,resp2,solvated,5,H,0.042743168
6,7,0,resp2,solvated,6,H,0.042743168
7,7,0,resp2,solvated,7,H,0.042743168
8,7,0,resp2,solvated,8,H,0.020763989
9,7,0,resp2,solvated,9,H,0.020763989
10,7,0,resp2,solvated,10,H,0.38475244
11,7,0,resp2,solvated,11,H,0.020763989
12,7,0,resp2,solvated,12,H,0.020763989
13,7,0,resp2,solvated,13,H,0.042743168
14,7,0,resp2,solvated,14,H,0.042743168
15,7,0,resp2,solvated,15,H,0.042743168
0,7,0,resp2,vacuum,0,C,-0.114798011
1,7,0,resp2,vacuum,1,C,0.154407712
2,7,0,resp2,vacuum,2,N,-0.658709424
3,7,0,resp2,vacuum,3,C,0.154407712
4,7,0,resp2,vacuum,4,C,-0.114798011
5,7,0,resp2,vacuum,5,H,0.034776234
6,7,0,resp2,vacuum,6,H,0.034776234
7,7,0,resp2,vacuum,7,H,0.034776234
8,7,0,resp2,vacuum,8,H,0.013838797
9,7,0,resp2,vacuum,9,H,0.013838797
10,7,0,resp2,vacuum,10,H,0.315477432
11,7,0,resp2,vacuum,11,H,0.013838797
12,7,0,resp2,vacuum,12,H,0.013838797
13,7,0,resp2,vacuum,13,H,0.034776234
14,7,0,resp2,vacuum,14,H,0.034776234
15,7,0,resp2,vacuum,15,H,0.034776234
180,7,0,resp2_d06,d=0.6,0,,-0.13609177
181,7,0,resp2_d06,d=0.6,1,,0.187136431
182,7,0,resp2_d06,d=0.6,2,,-0.768445771
183,7,0,resp2_d06,d=0.6,3,,0.187136431
184,7,0,resp2_d06,d=0.6,4,,-0.13609177
185,7,0,resp2_d06,d=0.6,5,,0.039556394
186,7,0,resp2_d06,d=0.6,6,,0.039556394
187,7,0,resp2_d06,d=0.6,7,,0.039556394
188,7,0,resp2_d06,d=0.6,8,,0.017993912
189,7,0,resp2_d06,d=0.6,9,,0.017993912
190,7,0,resp2_d06,d=0.6,10,,0.357042437
191,7,0,resp2_d06,d=0.6,11,,0.017993912
192,7,0,resp2_d06,d=0.6,12,,0.017993912
193,7,0,resp2_d06,d=0.6,13,,0.039556394
194,7,0,resp2_d06,d=0.6,14,,0.039556394
195,7,0,resp2_d06,d=0.6,15,,0.039556394
0,7,1,am1bcc,openeye,0,C,-0.096720003
1,7,1,am1bcc,openeye,1,C,0.169339999
2,7,1,am1bcc,openeye,2,N,-0.83679998
3,7,1,am1bcc,openeye,3,C,0.169339999
4,7,1,am1bcc,openeye,4,C,-0.096720003
5,7,1,am1bcc,openeye,5,H,0.03841
6,7,1,am1bcc,openeye,6,H,0.03841
7,7,1,am1bcc,openeye,7,H,0.03841
8,7,1,am1bcc,openeye,8,H,0.02556
9,7,1,am1bcc,openeye,9,H,0.02556
10,7,1,am1bcc,openeye,10,H,0.358859986
11,7,1,am1bcc,openeye,11,H,0.02556
12,7,1,am1bcc,openeye,12,H,0.02556
13,7,1,am1bcc,openeye,13,H,0.03841
14,7,1,am1bcc,openeye,14,H,0.03841
15,7,1,am1bcc,openeye,15,H,0.03841
0,7,1,atb_conformer,atb,0,C,-0.324000003
1,7,1,atb_conformer,atb,1,C,0.374999998
2,7,1,atb_conformer,atb,2,N,-0.815999987
3,7,1,atb_conformer,atb,3,C,0.374999998
4,7,1,atb_conformer,atb,4,C,-0.324000003
5,7,1,atb_conformer,atb,5,H,0.079000002
6,7,1,atb_conformer,atb,6,H,0.079000002
7,7,1,atb_conformer,atb,7,H,0.079000002
8,7,1,atb_conformer,atb,8,H,-0.028000003
9,7,1,atb_conformer,atb,9,H,-0.028000003
10,7,1,atb_conformer,atb,10,H,0.351999996
11,7,1,atb_conformer,atb,11,H,-0.028000003
12,7,1,atb_conformer,atb,12,H,-0.028000003
13,7,1,atb_conformer,atb,13,H,0.079000002
14,7,1,atb_conformer,atb,14,H,0.079000002
15,7,1,atb_conformer,atb,15,H,0.079000002
0,7,1,atb_lowest,atb,0,C,-0.321999997
1,7,1,atb_lowest,atb,1,C,0.363999992
2,7,1,atb_lowest,atb,2,N,-0.810000003
3,7,1,atb_lowest,atb,3,C,0.363999992
4,7,1,atb_lowest,atb,4,C,-0.321999997
5,7,1,atb_lowest,atb,5,H,0.079000003
6,7,1,atb_lowest,atb,6,H,0.079000003
7,7,1,atb_lowest,atb,7,H,0.079000003
8,7,1,atb_lowest,atb,8,H,-0.025000001
9,7,1,atb_lowest,atb,9,H,-0.025000001
10,7,1,atb_lowest,atb,10,H,0.351999998
11,7,1,atb_lowest,atb,11,H,-0.025000001
12,7,1,atb_lowest,atb,12,H,-0.025000001
13,7,1,atb_lowest,atb,13,H,0.079000003
14,7,1,atb_lowest,atb,14,H,0.079000003
15,7,1,atb_lowest,atb,15,H,0.079000003
0,7,1,resp,vacuum,0,C,-0.062278576
1,7,1,resp,vacuum,1,C,0.157108825
2,7,1,resp,vacuum,2,N,-0.727701199
3,7,1,resp,vacuum,3,C,0.157108825
4,7,1,resp,vacuum,4,C,-0.062278576
5,7,1,resp,vacuum,5,H,0.015745485
6,7,1,resp,vacuum,6,H,0.015745485
7,7,1,resp,vacuum,7,H,0.015745485
8,7,1,resp,vacuum,8,H,0.019656352
9,7,1,resp,vacuum,9,H,0.019656352
10,7,1,resp,vacuum,10,H,0.36494238
11,7,1,resp,vacuum,11,H,0.019656352
12,7,1,resp,vacuum,12,H,0.019656352
13,7,1,resp,vacuum,13,H,0.015745485
14,7,1,resp,vacuum,14,H,0.015745485
15,7,1,resp,vacuum,15,H,0.015745485
0,7,1,resp2,solvated,0,C,-0.176897485
1,7,1,resp2,solvated,1,C,0.294190074
2,7,1,resp2,solvated,2,N,-0.881383061
3,7,1,resp2,solvated,3,C,0.294190074
4,7,1,resp2,solvated,4,C,-0.176897485
5,7,1,resp2,solvated,5,H,0.042545515
6,7,1,resp2,solvated,6,H,0.042545515
7,7,1,resp2,solvated,7,H,0.042545515
8,7,1,resp2,solvated,8,H,-0.000231469
9,7,1,resp2,solvated,9,H,-0.000231469
10,7,1,resp2,solvated,10,H,0.392450672
11,7,1,resp2,solvated,11,H,-0.000231469
12,7,1,resp2,solvated,12,H,-0.000231469
13,7,1,resp2,solvated,13,H,0.042545515
14,7,1,resp2,solvated,14,H,0.042545515
15,7,1,resp2,solvated,15,H,0.042545515
0,7,1,resp2,vacuum,0,C,-0.17598906
1,7,1,resp2,vacuum,1,C,0.257651597
2,7,1,resp2,vacuum,2,N,-0.733068012
3,7,1,resp2,vacuum,3,C,0.257651597
4,7,1,resp2,vacuum,4,C,-0.17598906
5,7,1,resp2,vacuum,5,H,0.041806385
6,7,1,resp2,vacuum,6,H,0.041806385
7,7,1,resp2,vacuum,7,H,0.041806385
8,7,1,resp2,vacuum,8,H,-0.006616521
9,7,1,resp2,vacuum,9,H,-0.006616521
10,7,1,resp2,vacuum,10,H,0.345370715
11,7,1,resp2,vacuum,11,H,-0.006616521
12,7,1,resp2,vacuum,12,H,-0.006616521
13,7,1,resp2,vacuum,13,H,0.041806385
14,7,1,resp2,vacuum,14,H,0.041806385
15,7,1,resp2,vacuum,15,H,0.041806385
196,7,1,resp2_d06,d=0.6,0,,-0.176534115
197,7,1,resp2_d06,d=0.6,1,,0.279574683
198,7,1,resp2_d06,d=0.6,2,,-0.822057041
199,7,1,resp2_d06,d=0.6,3,,0.279574683
200,7,1,resp2_d06,d=0.6,4,,-0.176534115
201,7,1,resp2_d06,d=0.6,5,,0.042249863
202,7,1,resp2_d06,d=0.6,6,,0.042249863
203,7,1,resp2_d06,d=0.6,7,,0.042249863
204,7,1,resp2_d06,d=0.6,8,,-0.00278549
205,7,1,resp2_d06,d=0.6,9,,-0.00278549
206,7,1,resp2_d06,d=0.6,10,,0.373618689
207,7,1,resp2_d06,d=0.6,11,,-0.00278549
208,7,1,resp2_d06,d=0.6,12,,-0.00278549
209,7,1,resp2_d06,d=0.6,13,,0.042249863
210,7,1,resp2_d06,d=0.6,14,,0.042249863
211,7,1,resp2_d06,d=0.6,15,,0.042249863
0,7,2,am1bcc,openeye,0,C,-0.09544
1,7,2,am1bcc,openeye,1,C,0.167099998
2,7,2,am1bcc,openeye,2,N,-0.832520008
3,7,2,am1bcc,openeye,3,C,0.167099998
4,7,2,am1bcc,openeye,4,C,-0.09544
5,7,2,am1bcc,openeye,5,H,0.037900001
6,7,2,am1bcc,openeye,6,H,0.037900001
7,7,2,am1bcc,openeye,7,H,0.037900001
8,7,2,am1bcc,openeye,8,H,0.0256
9,7,2,am1bcc,openeye,9,H,0.0256
10,7,2,am1bcc,openeye,10,H,0.359400005
11,7,2,am1bcc,openeye,11,H,0.0256
12,7,2,am1bcc,openeye,12,H,0.0256
13,7,2,am1bcc,openeye,13,H,0.037900001
14,7,2,am1bcc,openeye,14,H,0.037900001
15,7,2,am1bcc,openeye,15,H,0.037900001
0,7,2,atb_conformer,atb,0,C,-0.337999999
1,7,2,atb_conformer,atb,1,C,0.342000008
2,7,2,atb_conformer,atb,2,N,-0.823000013
3,7,2,atb_conformer,atb,3,C,0.342000008
4,7,2,atb_conformer,atb,4,C,-0.337999999
5,7,2,atb_conformer,atb,5,H,0.085000001
6,7,2,atb_conformer,atb,6,H,0.085000001
7,7,2,atb_conformer,atb,7,H,0.085000001
8,7,2,atb_conformer,atb,8,H,-0.012
9,7,2,atb_conformer,atb,9,H,-0.012
10,7,2,atb_conformer,atb,10,H,0.352999986
11,7,2,atb_conformer,atb,11,H,-0.012
12,7,2,atb_conformer,atb,12,H,-0.012
13,7,2,atb_conformer,atb,13,H,0.085000001
14,7,2,atb_conformer,atb,14,H,0.085000001
15,7,2,atb_conformer,atb,15,H,0.085000001
0,7,2,atb_lowest,atb,0,C,-0.321999997
1,7,2,atb_lowest,atb,1,C,0.363999992
2,7,2,atb_lowest,atb,2,N,-0.810000003
3,7,2,atb_lowest,atb,3,C,0.363999992
4,7,2,atb_lowest,atb,4,C,-0.321999997
5,7,2,atb_lowest,atb,5,H,0.079000003
6,7,2,atb_lowest,atb,6,H,0.079000003
7,7,2,atb_lowest,atb,7,H,0.079000003
8,7,2,atb_lowest,atb,8,H,-0.025000001
9,7,2,atb_lowest,atb,9,H,-0.025000001
10,7,2,atb_lowest,atb,10,H,0.351999998
11,7,2,atb_lowest,atb,11,H,-0.025000001
12,7,2,atb_lowest,atb,12,H,-0.025000001
13,7,2,atb_lowest,atb,13,H,0.079000003
14,7,2,atb_lowest,atb,14,H,0.079000003
15,7,2,atb_lowest,atb,15,H,0.079000003
0,7,2,resp,vacuum,0,C,-0.040120455
1,7,2,resp,vacuum,1,C,0.162037986
2,7,2,resp,vacuum,2,N,-0.740225058
3,7,2,resp,vacuum,3,C,0.162037986
4,7,2,resp,vacuum,4,C,-0.040120455
5,7,2,resp,vacuum,5,H,0.017603497
6,7,2,resp,vacuum,6,H,0.017603497
7,7,2,resp,vacuum,7,H,0.017603497
8,7,2,resp,vacuum,8,H,0.009156766
9,7,2,resp,vacuum,9,H,0.009156766
10,7,2,resp,vacuum,10,H,0.354141949
11,7,2,resp,vacuum,11,H,0.009156766
12,7,2,resp,vacuum,12,H,0.009156766
13,7,2,resp,vacuum,13,H,0.017603497
14,7,2,resp,vacuum,14,H,0.017603497
15,7,2,resp,vacuum,15,H,0.017603497
0,7,2,resp2,solvated,0,C,-0.136457934
1,7,2,resp2,solvated,1,C,0.234252068
2,7,2,resp2,solvated,2,N,-0.880889438
3,7,2,resp2,solvated,3,C,0.234252068
4,7,2,resp2,solvated,4,C,-0.136457934
5,7,2,resp2,solvated,5,H,0.040157921
6,7,2,resp2,solvated,6,H,0.040157921
7,7,2,resp2,solvated,7,H,0.040157921
8,7,2,resp2,solvated,8,H,0.011533798
9,7,2,resp2,solvated,9,H,0.011533798
10,7,2,resp2,solvated,10,H,0.398218453
11,7,2,resp2,solvated,11,H,0.011533798
12,7,2,resp2,solvated,12,H,0.011533798
13,7,2,resp2,solvated,13,H,0.040157921
14,7,2,resp2,solvated,14,H,0.040157921
15,7,2,resp2,solvated,15,H,0.040157921
0,7,2,resp2,vacuum,0,C,-0.085540303
1,7,2,resp2,vacuum,1,C,0.209060772
2,7,2,resp2,vacuum,2,N,-0.720085766
3,7,2,resp2,vacuum,3,C,0.209060772
4,7,2,resp2,vacuum,4,C,-0.085540303
5,7,2,resp2,vacuum,5,H,0.027476457
6,7,2,resp2,vacuum,6,H,0.027476457
7,7,2,resp2,vacuum,7,H,0.027476457
8,7,2,resp2,vacuum,8,H,-0.006132232
9,7,2,resp2,vacuum,9,H,-0.006132232
10,7,2,resp2,vacuum,10,H,0.332715012
11,7,2,resp2,vacuum,11,H,-0.006132232
12,7,2,resp2,vacuum,12,H,-0.006132232
13,7,2,resp2,vacuum,13,H,0.027476457
14,7,2,resp2,vacuum,14,H,0.027476457
15,7,2,resp2,vacuum,15,H,0.027476457
212,7,2,resp2_d06,d=0.6,0,,-0.116090881
213,7,2,resp2_d06,d=0.6,1,,0.22417555
214,7,2,resp2_d06,d=0.6,2,,-0.816567969
215,7,2,resp2_d06,d=0.6,3,,0.22417555
216,7,2,resp2_d06,d=0.6,4,,-0.116090881
217,7,2,resp2_d06,d=0.6,5,,0.035085335
218,7,2,resp2_d06,d=0.6,6,,0.035085335
219,7,2,resp2_d06,d=0.6,7,,0.035085335
220,7,2,resp2_d06,d=0.6,8,,0.004467386
221,7,2,resp2_d06,d=0.6,9,,0.004467386
222,7,2,resp2_d06,d=0.6,10,,0.372017076
223,7,2,resp2_d06,d=0.6,11,,0.004467386
224,7,2,resp2_d06,d=0.6,12,,0.004467386
225,7,2,resp2_d06,d=0.6,13,,0.035085335
226,7,2,resp2_d06,d=0.6,14,,0.035085335
227,7,2,resp2_d06,d=0.6,15,,0.035085335
0,7,3,am1bcc,openeye,0,C,-0.095770003
1,7,3,am1bcc,openeye,1,C,0.164450003
2,7,3,am1bcc,openeye,2,N,-0.827279987
3,7,3,am1bcc,openeye,3,C,0.164450003
4,7,3,am1bcc,openeye,4,C,-0.095770003
5,7,3,am1bcc,openeye,5,H,0.038019998
6,7,3,am1bcc,openeye,6,H,0.038019998
7,7,3,am1bcc,openeye,7,H,0.038019998
8,7,3,am1bcc,openeye,8,H,0.026109999
9,7,3,am1bcc,openeye,9,H,0.026109999
10,7,3,am1bcc,openeye,10,H,0.357360004
11,7,3,am1bcc,openeye,11,H,0.026109999
12,7,3,am1bcc,openeye,12,H,0.026109999
13,7,3,am1bcc,openeye,13,H,0.038019998
14,7,3,am1bcc,openeye,14,H,0.038019998
15,7,3,am1bcc,openeye,15,H,0.038019998
0,7,3,atb_conformer,atb,0,C,-0.347999989
1,7,3,atb_conformer,atb,1,C,0.358999998
2,7,3,atb_conformer,atb,2,N,-0.828999995
3,7,3,atb_conformer,atb,3,C,0.358999998
4,7,3,atb_conformer,atb,4,C,-0.347999989
5,7,3,atb_conformer,atb,5,H,0.086999998
6,7,3,atb_conformer,atb,6,H,0.086999998
7,7,3,atb_conformer,atb,7,H,0.086999998
8,7,3,atb_conformer,atb,8,H,-0.017
9,7,3,atb_conformer,atb,9,H,-0.017
10,7,3,atb_conformer,atb,10,H,0.352999986
11,7,3,atb_conformer,atb,11,H,-0.017
12,7,3,atb_conformer,atb,12,H,-0.017
13,7,3,atb_conformer,atb,13,H,0.086999998
14,7,3,atb_conformer,atb,14,H,0.086999998
15,7,3,atb_conformer,atb,15,H,0.086999998
0,7,3,atb_lowest,atb,0,C,-0.321999997
1,7,3,atb_lowest,atb,1,C,0.363999992
2,7,3,atb_lowest,atb,2,N,-0.810000003
3,7,3,atb_lowest,atb,3,C,0.363999992
4,7,3,atb_lowest,atb,4,C,-0.321999997
5,7,3,atb_lowest,atb,5,H,0.079000003
6,7,3,atb_lowest,atb,6,H,0.079000003
7,7,3,atb_lowest,atb,7,H,0.079000003
8,7,3,atb_lowest,atb,8,H,-0.025000001
9,7,3,atb_lowest,atb,9,H,-0.025000001
10,7,3,atb_lowest,atb,10,H,0.351999998
11,7,3,atb_lowest,atb,11,H,-0.025000001
12,7,3,atb_lowest,atb,12,H,-0.025000001
13,7,3,atb_lowest,atb,13,H,0.079000003
14,7,3,atb_lowest,atb,14,H,0.079000003
15,7,3,atb_lowest,atb,15,H,0.079000003
0,7,3,resp,vacuum,0,C,-0.034944406
1,7,3,resp,vacuum,1,C,0.21756696
2,7,3,resp,vacuum,2,N,-0.759245203
3,7,3,resp,vacuum,3,C,0.21756696
